id,value,feed_id,created_at,lat,lon,ele
0EY81FKM7E6HB7178P3T8WKMMZ,Last update counter: 11690,1794379,2022-01-27 04:58:00 UTC,0.0,0.0,0.0
0EY81FWSSQQF7BTJE1QPNP4SM1,Last update counter: 11691,1794379,2022-01-27 04:58:30 UTC,0.0,0.0,0.0
0EY81G5Y8RW423J7KHE9K50WRQ,Last update counter: 11692,1794379,2022-01-27 04:59:00 UTC,0.0,0.0,0.0
0EY81GF359H1H3850MJ87EQTSX,Last update counter: 11693,1794379,2022-01-27 04:59:30 UTC,0.0,0.0,0.0
0EY81GR8SS9KHX6W0NW2G7ZRBF,Last update counter: 11694,1794379,2022-01-27 05:00:00 UTC,0.0,0.0,0.0
0EY81H1D0AXH1VWD8RMEQ8ECR1,Last update counter: 11695,1794379,2022-01-27 05:00:30 UTC,0.0,0.0,0.0
0EY81HAJ2S1VN2ZBDMRV1H6DGG,Last update counter: 11696,1794379,2022-01-27 05:01:00 UTC,0.0,0.0,0.0
0EY81HKQ0QMKDQV08N4CHXEBP2,Last update counter: 11697,1794379,2022-01-27 05:01:30 UTC,0.0,0.0,0.0
0EY81HWWYT0MDZWQZ9M6315GG3,Last update counter: 11698,1794379,2022-01-27 05:02:00 UTC,0.0,0.0,0.0
0EY81J61EYN6W4QPKNKZ1MWTXV,Last update counter: 11699,1794379,2022-01-27 05:02:30 UTC,0.0,0.0,0.0
0EY81JF62PK2MQJ43M0V11PXTE,Last update counter: 11700,1794379,2022-01-27 05:03:00 UTC,0.0,0.0,0.0
0EY81JRBH60M3M35ER3R36GEJ1,Last update counter: 11701,1794379,2022-01-27 05:03:30 UTC,0.0,0.0,0.0
0EY81K1FYDNX7YEATZW4ZREDK5,Last update counter: 11702,1794379,2022-01-27 05:04:00 UTC,0.0,0.0,0.0
0EY81KAMRXFNG6RPF87TG3X1MA,Last update counter: 11703,1794379,2022-01-27 05:04:30 UTC,0.0,0.0,0.0
0EY81KKSK60BQAHQJVGZH4G9BP,Last update counter: 11704,1794379,2022-01-27 05:05:00 UTC,0.0,0.0,0.0
0EY81KWYEQK4C574M1G2KMEYF1,Last update counter: 11705,1794379,2022-01-27 05:05:30 UTC,0.0,0.0,0.0
0EY81M65A3RW0X6DHFKRCHTJK1,Last update counter: 11706,1794379,2022-01-27 05:06:00 UTC,0.0,0.0,0.0
0EY81MF8WM184340YY0WG18JVS,Last update counter: 11707,1794379,2022-01-27 05:06:30 UTC,0.0,0.0,0.0
0EY81MREMCVEE2RMN1DHS96ZN4,Last update counter: 11708,1794379,2022-01-27 05:07:00 UTC,0.0,0.0,0.0
0EY81N1KDY9XQK17QM1MT8SF3N,Last update counter: 11709,1794379,2022-01-27 05:07:30 UTC,0.0,0.0,0.0
0EY81NAQXRZHY66R9N9JF3EC4Z,Last update counter: 11710,1794379,2022-01-27 05:08:00 UTC,0.0,0.0,0.0
0EY81NKX7SH4JQSKPB9N6JQJ7X,Last update counter: 11711,1794379,2022-01-27 05:08:30 UTC,0.0,0.0,0.0
0EY81NX19GH3FWH2BA3N19P1Z1,Last update counter: 11712,1794379,2022-01-27 05:09:00 UTC,0.0,0.0,0.0
0EY81P676H55Q9X0YXEH5XZS9S,Last update counter: 11713,1794379,2022-01-27 05:09:30 UTC,0.0,0.0,0.0
0EY81PFBGNFTS5J431ECZM75DQ,Last update counter: 11714,1794379,2022-01-27 05:10:00 UTC,0.0,0.0,0.0
0EY81PRGJPJ4Z6A7WNV6H2HBKJ,Last update counter: 11715,1794379,2022-01-27 05:10:30 UTC,0.0,0.0,0.0
0EY81Q1NHHYXD793KD42H8N5QA,Last update counter: 11716,1794379,2022-01-27 05:11:00 UTC,0.0,0.0,0.0
0EY81QATK24RD6NNC00YCNHNVS,Last update counter: 11717,1794379,2022-01-27 05:11:30 UTC,0.0,0.0,0.0
0EY81QKZDS2RTQMN4TCNBK57W6,Last update counter: 11718,1794379,2022-01-27 05:12:00 UTC,0.0,0.0,0.0
0EY81QX4PK60R2PH3Y709P5BC4,Last update counter: 11719,1794379,2022-01-27 05:12:30 UTC,0.0,0.0,0.0
0EY81R68ZKHVQWFFJQD5F1HNQZ,Last update counter: 11720,1794379,2022-01-27 05:13:00 UTC,0.0,0.0,0.0
0EY81RFDXG9WPPAFF9G5M3TQE2,Last update counter: 11721,1794379,2022-01-27 05:13:30 UTC,0.0,0.0,0.0
0EY81RS2YC3WW93WJBYPDTGG04,Last update counter: 11722,1794379,2022-01-27 05:14:01 UTC,0.0,0.0,0.0
0EY81S1RRM3XVTZDF0PGY7MDPF,Last update counter: 11723,1794379,2022-01-27 05:14:30 UTC,0.0,0.0,0.0
0EY81SAXQXGJEHX8A1Y59BP1K7,Last update counter: 11724,1794379,2022-01-27 05:15:00 UTC,0.0,0.0,0.0
0EY81SM2D3A356352NPSKWD9HM,Last update counter: 11725,1794379,2022-01-27 05:15:30 UTC,0.0,0.0,0.0
0EY81SX6Y1Z60N0VRQ9JPJRTRE,Last update counter: 11726,1794379,2022-01-27 05:16:00 UTC,0.0,0.0,0.0
0EY81T6C30HFCMPACQYBG7P7NY,Last update counter: 11727,1794379,2022-01-27 05:16:30 UTC,0.0,0.0,0.0
0EY81TFGJN2K7SJQAGKFX2N84R,Last update counter: 11728,1794379,2022-01-27 05:17:00 UTC,0.0,0.0,0.0
0EY81TRPCBYZYF4CM8C1DT7S4P,Last update counter: 11729,1794379,2022-01-27 05:17:30 UTC,0.0,0.0,0.0
0EY81V1TSHN2Z6BAT3C6Y812RT,Last update counter: 11730,1794379,2022-01-27 05:18:00 UTC,0.0,0.0,0.0
0EY81VB0WTDJHDMFSPDHSX9BRH,Last update counter: 11731,1794379,2022-01-27 05:18:30 UTC,0.0,0.0,0.0
0EY81VM53H4HAQ84MXN7KKAVHC,Last update counter: 11732,1794379,2022-01-27 05:19:00 UTC,0.0,0.0,0.0
0EY81VXAHH26MM8JZN23HKGXMK,Last update counter: 11733,1794379,2022-01-27 05:19:30 UTC,0.0,0.0,0.0
0EY81W6EWNWCT2ZN17JWEHRAHG,Last update counter: 11734,1794379,2022-01-27 05:20:00 UTC,0.0,0.0,0.0
0EY81WFKE2F0XC8K68KRNP3TXF,Last update counter: 11735,1794379,2022-01-27 05:20:30 UTC,0.0,0.0,0.0
0EY81WRRMEPV8FPV3FQY9KTWXW,Last update counter: 11736,1794379,2022-01-27 05:21:00 UTC,0.0,0.0,0.0
0EY81X1XKJHXJPH2H5GCTT61EP,Last update counter: 11737,1794379,2022-01-27 05:21:30 UTC,0.0,0.0,0.0
0EY81XB2P77VDRW5K7NH5220KH,Last update counter: 11738,1794379,2022-01-27 05:22:00 UTC,0.0,0.0,0.0
0EY81XM7SPT93V4E4J29PEP685,Last update counter: 11739,1794379,2022-01-27 05:22:30 UTC,0.0,0.0,0.0
0EY81XXCS90YZM2FG884ZWCD47,Last update counter: 11740,1794379,2022-01-27 05:23:00 UTC,0.0,0.0,0.0
0EY81Y6HZXVPJEG4Q3PSGD25SC,Last update counter: 11741,1794379,2022-01-27 05:23:30 UTC,0.0,0.0,0.0
0EY81YFPWJM9M87PXNRJVQNT9P,Last update counter: 11742,1794379,2022-01-27 05:24:00 UTC,0.0,0.0,0.0
0EY81YRW4FHAXTXWQMXA0GR6BF,Last update counter: 11743,1794379,2022-01-27 05:24:30 UTC,0.0,0.0,0.0
0EY81Z20GV7WSBWKX9PX047144,Last update counter: 11744,1794379,2022-01-27 05:25:00 UTC,0.0,0.0,0.0
0EY81ZB52BVF1P7T7FVY2179F7,Last update counter: 11745,1794379,2022-01-27 05:25:30 UTC,0.0,0.0,0.0
0EY81ZMAC07RBYMZF5WX2D9B61,Last update counter: 11746,1794379,2022-01-27 05:26:00 UTC,0.0,0.0,0.0
0EY81ZXF2G8N1HZ96DZG411MRN,Last update counter: 11747,1794379,2022-01-27 05:26:30 UTC,0.0,0.0,0.0
0EY8206MZJS0RJ6ARW89P7QA6W,Last update counter: 11748,1794379,2022-01-27 05:27:00 UTC,0.0,0.0,0.0
0EY820FSCZQZP75K0T60QSM6MH,Last update counter: 11749,1794379,2022-01-27 05:27:30 UTC,0.0,0.0,0.0
0EY820RXQ9YX3TVEKBK48RHG27,Last update counter: 11750,1794379,2022-01-27 05:28:00 UTC,0.0,0.0,0.0
0EY82123E8JCNHJKCKHS2MV0XK,Last update counter: 11751,1794379,2022-01-27 05:28:30 UTC,0.0,0.0,0.0
0EY821B8E19TQGADRAAMAZP135,Last update counter: 11752,1794379,2022-01-27 05:29:00 UTC,0.0,0.0,0.0
0EY821MCKTBC3XJHT5T4NVBNNX,Last update counter: 11753,1794379,2022-01-27 05:29:30 UTC,0.0,0.0,0.0
0EY821XHQCBQTPTBQ27ZCE4JDC,Last update counter: 11754,1794379,2022-01-27 05:30:00 UTC,0.0,0.0,0.0
0EY8226R0JTZWHWB0GKN6451PS,Last update counter: 11755,1794379,2022-01-27 05:30:30 UTC,0.0,0.0,0.0
0EY822FVGSG1QQ81PKE77WBZFR,Last update counter: 11756,1794379,2022-01-27 05:31:00 UTC,0.0,0.0,0.0
0EY822S0VKABRQJPNEAVRGFFHP,Last update counter: 11757,1794379,2022-01-27 05:31:30 UTC,0.0,0.0,0.0
0EY82325KV869PW8DK29CAT6YX,Last update counter: 11758,1794379,2022-01-27 05:32:00 UTC,0.0,0.0,0.0
0EY823BBE23ARFQT13WD6G7TMH,Last update counter: 11759,1794379,2022-01-27 05:32:30 UTC,0.0,0.0,0.0
0EY823MFV85DMPBHAZK1MDJE12,Last update counter: 11760,1794379,2022-01-27 05:33:00 UTC,0.0,0.0,0.0
0EY823XNGCHYDSG9YR26S3EX9Z,Last update counter: 11761,1794379,2022-01-27 05:33:30 UTC,0.0,0.0,0.0
0EY8246SYB6DGZRQAF6PDF2ZAR,Last update counter: 11762,1794379,2022-01-27 05:34:00 UTC,0.0,0.0,0.0
0EY824FYR3K1D3MM04SWDNMQTV,Last update counter: 11763,1794379,2022-01-27 05:34:30 UTC,0.0,0.0,0.0
0EY824S43S4GY3CEK1D6T4FMWX,Last update counter: 11764,1794379,2022-01-27 05:35:00 UTC,0.0,0.0,0.0
0EY82528WAF69MD699GWF3JWKB,Last update counter: 11765,1794379,2022-01-27 05:35:30 UTC,0.0,0.0,0.0
0EY825BDHVN2EEH9FXDF9V02HH,Last update counter: 11766,1794379,2022-01-27 05:36:00 UTC,0.0,0.0,0.0
0EY825MJ5THPF3MCE7V59EEBBZ,Last update counter: 11767,1794379,2022-01-27 05:36:30 UTC,0.0,0.0,0.0
0EY825XQQRNW6CW96XTAZKG2F2,Last update counter: 11768,1794379,2022-01-27 05:37:00 UTC,0.0,0.0,0.0
0EY8266WRAX7MP97AZ5M9SRBDN,Last update counter: 11769,1794379,2022-01-27 05:37:30 UTC,0.0,0.0,0.0
0EY826G1EC7H6YMWMHQZY3TMKQ,Last update counter: 11770,1794379,2022-01-27 05:38:00 UTC,0.0,0.0,0.0
0EY826S6N9WQY3T3VV81Z8B90P,Last update counter: 11771,1794379,2022-01-27 05:38:30 UTC,0.0,0.0,0.0
0EY8272BET2K2JCS36P978STV9,Last update counter: 11772,1794379,2022-01-27 05:39:00 UTC,0.0,0.0,0.0
0EY827BFZR9G92P27F5ZPSCF5E,Last update counter: 11773,1794379,2022-01-27 05:39:30 UTC,0.0,0.0,0.0
0EY827MNGK9YYBAHRXKJF7V7PZ,Last update counter: 11774,1794379,2022-01-27 05:40:00 UTC,0.0,0.0,0.0
0EY827XST9J6AFJV0SCHGKA6WZ,Last update counter: 11775,1794379,2022-01-27 05:40:30 UTC,0.0,0.0,0.0
0EY8286ZFSHXD7W5SAPWXN2CFQ,Last update counter: 11776,1794379,2022-01-27 05:41:00 UTC,0.0,0.0,0.0
0EY828G4EQMWNDTFCAZ6VA2QYZ,Last update counter: 11777,1794379,2022-01-27 05:41:30 UTC,0.0,0.0,0.0
0EY828S9F483CPM7JJ3FNSHV6B,Last update counter: 11778,1794379,2022-01-27 05:42:00 UTC,0.0,0.0,0.0
0EY8292DKEC7F3JNTGK7G753XV,Last update counter: 11779,1794379,2022-01-27 05:42:30 UTC,0.0,0.0,0.0
0EY829BKDPDM8VAPFF1WWBTZFV,Last update counter: 11780,1794379,2022-01-27 05:43:00 UTC,0.0,0.0,0.0
0EY829MQQVSFSD46CKTZZPWZNJ,Last update counter: 11781,1794379,2022-01-27 05:43:30 UTC,0.0,0.0,0.0
0EY829XWJZ6YGJBZ7WVYHK7EYG,Last update counter: 11782,1794379,2022-01-27 05:44:00 UTC,0.0,0.0,0.0
0EY82A71HVZP4EHR5R2YAKZZ12,Last update counter: 11783,1794379,2022-01-27 05:44:30 UTC,0.0,0.0,0.0
0EY82AG793VMAAFAR7WH7XQGHS,Last update counter: 11784,1794379,2022-01-27 05:45:00 UTC,0.0,0.0,0.0
0EY82ASBEWV1S9Q6YG6Y7BQYRB,Last update counter: 11785,1794379,2022-01-27 05:45:30 UTC,0.0,0.0,0.0
0EY82B2GYBXASKZ3S8751AG12A,Last update counter: 11786,1794379,2022-01-27 05:46:00 UTC,0.0,0.0,0.0
0EY82BBP6H110XQNS7M3V729WG,Last update counter: 11787,1794379,2022-01-27 05:46:30 UTC,0.0,0.0,0.0
0EY82BMTEZF9NHM2W5V765GX6M,Last update counter: 11788,1794379,2022-01-27 05:47:00 UTC,0.0,0.0,0.0
0EY82BY0VEJCV4JDYCQ8D8HWBG,Last update counter: 11789,1794379,2022-01-27 05:47:30 UTC,0.0,0.0,0.0
0EY82C753VMYMBZ5TTCMC1FCFJ,Last update counter: 11790,1794379,2022-01-27 05:48:00 UTC,0.0,0.0,0.0
0EY82CGA1BMAH9CCAGRY6WRJ0C,Last update counter: 11791,1794379,2022-01-27 05:48:30 UTC,0.0,0.0,0.0
0EY82CSF33NC3R6AX9TYXY1Q2H,Last update counter: 11792,1794379,2022-01-27 05:49:00 UTC,0.0,0.0,0.0
0EY82D2KQ3RYEAA13JEH59DQA4,Last update counter: 11793,1794379,2022-01-27 05:49:30 UTC,0.0,0.0,0.0
0EY82DBR411T5PHJBXM6Y4D9ZD,Last update counter: 11794,1794379,2022-01-27 05:50:00 UTC,0.0,0.0,0.0
0EY82DMXPBQ76WW6TJ17PB6FZG,Last update counter: 11795,1794379,2022-01-27 05:50:30 UTC,0.0,0.0,0.0
0EY82DY1WH9TAGR5690WGHE5VE,Last update counter: 11796,1794379,2022-01-27 05:50:59 UTC,0.0,0.0,0.0
0EY82E77KWY8VGNYTJ5NNJ14QZ,Last update counter: 11797,1794379,2022-01-27 05:51:30 UTC,0.0,0.0,0.0
0EY82EGCMQPA3WQ6ZG5V99DGPZ,Last update counter: 11798,1794379,2022-01-27 05:52:00 UTC,0.0,0.0,0.0
0EY82ESHR52WQV92PSSP67SDSW,Last update counter: 11799,1794379,2022-01-27 05:52:30 UTC,0.0,0.0,0.0
0EY82F2NPJAJ0KXSBC63Q8JWWM,Last update counter: 11800,1794379,2022-01-27 05:52:59 UTC,0.0,0.0,0.0
0EY82FBV8J6X32GDTA1G4S00RK,Last update counter: 11801,1794379,2022-01-27 05:53:30 UTC,0.0,0.0,0.0
0EY82FN0SVRHY46T50B26X5SJ3,Last update counter: 11802,1794379,2022-01-27 05:54:00 UTC,0.0,0.0,0.0
0EY82FY51A42GW99KC2AVHSPK1,Last update counter: 11803,1794379,2022-01-27 05:54:30 UTC,0.0,0.0,0.0
0EY82G7A01JH0B22HQTKV6E9GT,Last update counter: 11804,1794379,2022-01-27 05:55:00 UTC,0.0,0.0,0.0
0EY82GGFJY3X94EG9NCGJ3BAFF,Last update counter: 11805,1794379,2022-01-27 05:55:30 UTC,0.0,0.0,0.0
0EY82GSKTH5WJNTQ2VS30FJM7Q,Last update counter: 11806,1794379,2022-01-27 05:56:00 UTC,0.0,0.0,0.0
0EY82H2RT4GFRZ5T54TB3E55H1,Last update counter: 11807,1794379,2022-01-27 05:56:30 UTC,0.0,0.0,0.0
0EY82HBXXQYKWGS2SKQB7FKZ3W,Last update counter: 11808,1794379,2022-01-27 05:57:00 UTC,0.0,0.0,0.0
0EY82HN2GTASHF8Y3CWP9BR40C,Last update counter: 11809,1794379,2022-01-27 05:57:29 UTC,0.0,0.0,0.0
0EY82HY84JM1JPC1G39CD59H45,Last update counter: 11810,1794379,2022-01-27 05:58:00 UTC,0.0,0.0,0.0
0EY82J7D2ARRB6P2BHETPNDKQB,Last update counter: 11811,1794379,2022-01-27 05:58:30 UTC,0.0,0.0,0.0
0EY82JGJFAKA2KE3KZ55Z54DJD,Last update counter: 11812,1794379,2022-01-27 05:59:00 UTC,0.0,0.0,0.0
0EY82JSPGPR2K4AQJW49WBQ6ZM,Last update counter: 11813,1794379,2022-01-27 05:59:29 UTC,0.0,0.0,0.0
0EY82K2V53VYXMYW97YJY9Q908,Last update counter: 11814,1794379,2022-01-27 05:59:59 UTC,0.0,0.0,0.0
0EY82KC10MH6CDRH4KCTMHA0Y7,Last update counter: 11815,1794379,2022-01-27 06:00:30 UTC,0.0,0.0,0.0
0EY82KN5JF24CM9WA1Y97SWGCA,Last update counter: 11816,1794379,2022-01-27 06:01:00 UTC,0.0,0.0,0.0
0EY82KYA9QPT3EPHS0ABX4B9CH,Last update counter: 11817,1794379,2022-01-27 06:01:29 UTC,0.0,0.0,0.0
0EY82M7G5WB197F79CZMTJ42K3,Last update counter: 11818,1794379,2022-01-27 06:02:00 UTC,0.0,0.0,0.0
0EY82MGMRDJ3AMEKW2CJSWYWP6,Last update counter: 11819,1794379,2022-01-27 06:02:30 UTC,0.0,0.0,0.0
0EY82MSSZK4PEJQZZ4ZG8C6G9F,Last update counter: 11820,1794379,2022-01-27 06:03:00 UTC,0.0,0.0,0.0
0EY82N2YHVYDTA41EAJ2G3ZZWM,Last update counter: 11821,1794379,2022-01-27 06:03:30 UTC,0.0,0.0,0.0
0EY82NC40HG603RA31ZBE0H6QJ,Last update counter: 11822,1794379,2022-01-27 06:04:00 UTC,0.0,0.0,0.0
0EY82NN8107CES2N67B3VZYXG3,Last update counter: 11823,1794379,2022-01-27 06:04:29 UTC,0.0,0.0,0.0
0EY82NYD4E17TJ9Q0ARTWF3YYY,Last update counter: 11824,1794379,2022-01-27 06:04:59 UTC,0.0,0.0,0.0
0EY82P7JMWWJM9QY0E37TGYK5X,Last update counter: 11825,1794379,2022-01-27 06:05:30 UTC,0.0,0.0,0.0
0EY82PGQDET1G1JBPPJXE841XQ,Last update counter: 11826,1794379,2022-01-27 06:06:00 UTC,0.0,0.0,0.0
0EY82PSVMSYTGFBKZN0CXCH614,Last update counter: 11827,1794379,2022-01-27 06:06:29 UTC,0.0,0.0,0.0
0EY82Q31CJ71PJT8QWTSVCYWK0,Last update counter: 11828,1794379,2022-01-27 06:07:00 UTC,0.0,0.0,0.0
0EY82QC5MZVR52RAXT09PN0TEP,Last update counter: 11829,1794379,2022-01-27 06:07:29 UTC,0.0,0.0,0.0
0EY82QNCAWSBX3H9EHE7SDXWSK,Last update counter: 11830,1794379,2022-01-27 06:08:00 UTC,0.0,0.0,0.0
0EY82QYFMKTGK67D0QDH2T7XG6,Last update counter: 11831,1794379,2022-01-27 06:08:29 UTC,0.0,0.0,0.0
0EY82R7MW0XDNMEVDXRRMFE7PR,Last update counter: 11832,1794379,2022-01-27 06:08:59 UTC,0.0,0.0,0.0
0EY82RGSMKSEAB8MX3V92CZ1NE,Last update counter: 11833,1794379,2022-01-27 06:09:29 UTC,0.0,0.0,0.0
0EY82RSYY7H41YAM0FVX18TVCR,Last update counter: 11834,1794379,2022-01-27 06:10:00 UTC,0.0,0.0,0.0
0EY82S34E1X4AN3QC5JZRZE7YT,Last update counter: 11835,1794379,2022-01-27 06:10:30 UTC,0.0,0.0,0.0
0EY82SC98XQKZ7P6MRDBXA34WX,Last update counter: 11836,1794379,2022-01-27 06:11:00 UTC,0.0,0.0,0.0
0EY82SNDV19HC70JGX9E1PWFBE,Last update counter: 11837,1794379,2022-01-27 06:11:30 UTC,0.0,0.0,0.0
0EY82SYKDGKEDDSFSGJGGKQM7N,Last update counter: 11838,1794379,2022-01-27 06:12:00 UTC,0.0,0.0,0.0
0EY82T7RC72E8H33XQE7VNJ20H,Last update counter: 11839,1794379,2022-01-27 06:12:30 UTC,0.0,0.0,0.0
0EY82TGWHGH5QNHWDRFD50N6AE,Last update counter: 11840,1794379,2022-01-27 06:12:59 UTC,0.0,0.0,0.0
0EY82TT2C90XWFZ45NAQPM95TK,Last update counter: 11841,1794379,2022-01-27 06:13:30 UTC,0.0,0.0,0.0
0EY82V37A5XSEF159F97YYEBJF,Last update counter: 11842,1794379,2022-01-27 06:14:00 UTC,0.0,0.0,0.0
0EY82VCB715WNJ5SPB13YJJ12J,Last update counter: 11843,1794379,2022-01-27 06:14:29 UTC,0.0,0.0,0.0
0EY82VNGEV42T1AT9W786BAWRX,Last update counter: 11844,1794379,2022-01-27 06:14:59 UTC,0.0,0.0,0.0
0EY82VYP9SFHVVXRE6YQW28JV9,Last update counter: 11845,1794379,2022-01-27 06:15:30 UTC,0.0,0.0,0.0
0EY82W7TZJ1N00BR0T95DRFJ01,Last update counter: 11846,1794379,2022-01-27 06:16:00 UTC,0.0,0.0,0.0
0EY82WGZ998M090GVVGW995E3Q,Last update counter: 11847,1794379,2022-01-27 06:16:29 UTC,0.0,0.0,0.0
